complaint_id,date,complaint_text,category,sentiment,priority,channel,customer_value,resolution_time,is_repeat_customer
21866,2024-07-21,There seems to be an issue because Need help regarding this assistance. Need help urgently.,Customer Service,Negative,High,Email,41444,89,0
21867,2024-01-27,I would like to report that I am facing an issue account error. Please fix this.,Account Issue,Negative,High,Email,23138,114,0
21868,2024-02-27,I am facing this issue where There is a problem late. Please look into it.,Delivery Issue,Neutral,Low,App,47540,112,0
21869,2024-07-25,I am facing this issue where There is a problem charged. Please look into it.,Payment Problem,Negative,High,Call,47102,69,1
21870,2024-08-03,"I had an experience where I am facing an issue return please resolve quickly, and I am not satisfied.",Refund Issue,Neutral,Low,Call,22717,119,0
21871,2024-08-03,I would like to report that There is a problem. Please fix this.,Delivery Issue,Negative,High,Email,34300,117,0
21872,2024-10-13,I am facing this issue where There is a problem. Please look into it.,Account Issue,Negative,High,Call,42423,90,1
21873,2024-10-02,This is regarding a problem where I am facing an issue waiting. Kindly resolve soon.,Delivery Issue,Positive,Low,Call,41215,64,0
21874,2024-10-30,I am facing this issue where There is a problem late. Please look into it.,Delivery Issue,Neutral,Low,Website,22219,18,0
21875,2024-11-22,This is regarding a problem where This is very frustrating. Kindly resolve soon.,Product Quality,Neutral,Low,Email,8106,106,0
21876,2024-10-01,"I had an experience where Issue not resolved, and I am not satisfied.",Delivery Issue,Neutral,Low,Call,16243,90,0
21877,2024-01-26,"I had an experience where Issue not resolved please resolve quickly, and I am not satisfied.",Delivery Issue,Negative,High,Website,47047,25,1
21878,2024-04-27,This is regarding a problem where There is a problem access please resolve quickly. Kindly resolve soon.,Account Issue,Negative,High,Email,46333,15,0
21879,2024-03-07,This is regarding a problem where There is a problem not good please resolve quickly. Kindly resolve soon.,Product Quality,Negative,High,App,33147,97,1
21880,2024-08-20,I am facing this issue where Issue not resolved broken. Please look into it.,Product Quality,Negative,Medium,Email,3193,119,1
21881,2024-01-21,I would like to report that This is very frustrating please resolve quickly. Please fix this.,Delivery Issue,Negative,High,Email,20176,50,0
21882,2024-03-02,I would like to report that There is a problem login. Please fix this.,Account Issue,Negative,High,Email,36117,24,1
21883,2024-03-01,I would like to report that I am facing an issue charged please resolve quickly. Please fix this.,Payment Problem,Negative,Medium,Email,9778,109,0
21884,2024-11-06,I would like to report that Not satisfied with the experience help. Please fix this.,Customer Service,Neutral,Low,App,23599,19,1
21885,2024-03-04,I am facing this issue where Need help regarding this help. Please look into it.,Customer Service,Negative,High,Website,40969,22,1
21886,2024-06-10,This is regarding a problem where Issue not resolved help. Kindly resolve soon.,Customer Service,Negative,Medium,Call,1833,118,1
21887,2024-11-19,There seems to be an issue because I am facing an issue transaction please resolve quickly. Need help urgently.,Payment Problem,Negative,High,App,32041,66,1
21888,2024-07-02,I would like to report that I am facing an issue transaction. Please fix this.,Payment Problem,Negative,Medium,Website,14671,91,0
21889,2024-03-17,This is regarding a problem where Issue not resolved charged please resolve quickly. Kindly resolve soon.,Payment Problem,Positive,Low,Website,43401,24,1
21890,2024-07-30,This is regarding a problem where Not satisfied with the experience transaction. Kindly resolve soon.,Payment Problem,Negative,High,App,30494,46,0
21891,2024-12-28,"I had an experience where I am facing an issue not arrived please resolve quickly, and I am not satisfied.",Delivery Issue,Neutral,Low,Call,38014,91,0
21892,2024-09-28,There seems to be an issue because This is very frustrating return. Need help urgently.,Refund Issue,Neutral,Low,Email,39352,13,1
21893,2024-05-31,This is regarding a problem where Issue not resolved. Kindly resolve soon.,Delivery Issue,Negative,High,Website,27961,15,0
21894,2024-04-28,There seems to be an issue because Issue not resolved payment issue. Need help urgently.,Payment Problem,Positive,Low,App,28576,93,0
21895,2024-07-16,I would like to report that There is a problem assistance. Please fix this.,Customer Service,Negative,High,Call,21329,12,0
21896,2024-10-23,There seems to be an issue because Issue not resolved access. Need help urgently.,Account Issue,Negative,High,Email,30760,25,0
21897,2024-08-10,I am facing this issue where Need help regarding this. Please look into it.,Customer Service,Negative,High,Website,24817,17,1
21898,2024-07-29,I am facing this issue where Issue not resolved delay. Please look into it.,Delivery Issue,Neutral,Low,Email,38004,70,1
21899,2024-10-04,I am facing this issue where I am facing an issue delay. Please look into it.,Delivery Issue,Negative,High,Website,32266,56,1
21900,2024-01-09,"I had an experience where There is a problem refund pending, and I am not satisfied.",Refund Issue,Negative,Medium,App,14422,33,1
21901,2024-03-15,I would like to report that I am facing an issue. Please fix this.,Account Issue,Negative,Medium,Website,9273,56,1
21902,2024-01-25,This is regarding a problem where Need help regarding this return. Kindly resolve soon.,Refund Issue,Negative,High,Website,27432,16,0
21903,2024-05-24,There seems to be an issue because This is very frustrating please resolve quickly. Need help urgently.,Customer Service,Negative,High,Website,22326,37,0
21904,2024-06-16,This is regarding a problem where There is a problem. Kindly resolve soon.,Product Quality,Neutral,Low,Website,41872,94,0
21905,2024-10-03,I am facing this issue where There is a problem. Please look into it.,Account Issue,Negative,Medium,App,4029,117,0
21906,2024-04-06,"I had an experience where This is very frustrating charged please resolve quickly, and I am not satisfied.",Payment Problem,Negative,High,Website,47524,59,0
21907,2024-01-21,There seems to be an issue because This is very frustrating access please resolve quickly. Need help urgently.,Account Issue,Negative,Medium,Email,18727,55,0
21908,2024-05-19,This is regarding a problem where Need help regarding this account error. Kindly resolve soon.,Account Issue,Negative,High,Website,30207,47,0
21909,2024-11-24,I would like to report that This is very frustrating. Please fix this.,Delivery Issue,Negative,High,Website,37444,114,0
21910,2024-07-03,I am facing this issue where Issue not resolved payment issue. Please look into it.,Payment Problem,Neutral,Low,Website,8571,72,0
21911,2024-08-03,There seems to be an issue because This is very frustrating. Need help urgently.,Payment Problem,Negative,Medium,App,17693,69,1
21912,2024-02-15,This is regarding a problem where Need help regarding this. Kindly resolve soon.,Refund Issue,Negative,Medium,App,10794,77,1
21913,2024-07-04,I am facing this issue where Not satisfied with the experience. Please look into it.,Payment Problem,Negative,High,App,31066,15,0
21914,2024-06-12,This is regarding a problem where This is very frustrating charged. Kindly resolve soon.,Payment Problem,Neutral,Low,Call,32309,106,1
21915,2024-11-28,There seems to be an issue because Need help regarding this. Need help urgently.,Payment Problem,Negative,High,Call,22097,93,1
21916,2024-08-24,"I had an experience where I am facing an issue please resolve quickly, and I am not satisfied.",Product Quality,Negative,High,Email,29566,54,1
21917,2024-07-11,I am facing this issue where Need help regarding this password. Please look into it.,Account Issue,Negative,Medium,Website,9634,49,0
21918,2024-01-26,I am facing this issue where There is a problem return. Please look into it.,Refund Issue,Neutral,Low,App,31676,45,1
21919,2024-03-20,I am facing this issue where Need help regarding this access. Please look into it.,Account Issue,Negative,High,Email,25054,24,0
21920,2024-08-20,"I had an experience where This is very frustrating return, and I am not satisfied.",Refund Issue,Neutral,Low,Call,17116,57,1
21921,2024-10-21,"I had an experience where There is a problem please resolve quickly, and I am not satisfied.",Refund Issue,Negative,High,App,39005,47,1
21922,2024-12-22,I would like to report that Issue not resolved damaged. Please fix this.,Product Quality,Neutral,Low,Email,29131,76,0
21923,2024-06-09,There seems to be an issue because Issue not resolved not good please resolve quickly. Need help urgently.,Product Quality,Negative,Medium,App,17293,87,1
21924,2024-05-30,This is regarding a problem where There is a problem return. Kindly resolve soon.,Refund Issue,Negative,High,Call,47533,31,1
21925,2024-11-10,"I had an experience where Need help regarding this bad quality, and I am not satisfied.",Product Quality,Negative,Medium,Website,18469,85,0
21926,2024-06-30,I am facing this issue where There is a problem payment issue. Please look into it.,Payment Problem,Negative,High,Email,47532,42,0
21927,2024-08-30,There seems to be an issue because Issue not resolved money back. Need help urgently.,Refund Issue,Negative,Medium,Call,2620,30,0
21928,2024-03-28,"I had an experience where I am facing an issue, and I am not satisfied.",Product Quality,Negative,High,Call,23635,47,1
21929,2024-12-09,There seems to be an issue because This is very frustrating access. Need help urgently.,Account Issue,Negative,Medium,Website,17500,62,0
21930,2024-07-25,There seems to be an issue because I am facing an issue no response. Need help urgently.,Customer Service,Negative,Medium,Call,8744,119,0
21931,2024-03-03,I am facing this issue where This is very frustrating. Please look into it.,Customer Service,Negative,Medium,Website,15947,113,0
21932,2024-06-06,I am facing this issue where Not satisfied with the experience late. Please look into it.,Delivery Issue,Negative,Medium,App,9205,50,1
21933,2024-06-09,This is regarding a problem where I am facing an issue not credited please resolve quickly. Kindly resolve soon.,Refund Issue,Negative,Medium,Email,15260,52,1
21934,2024-09-29,I would like to report that I am facing an issue assistance please resolve quickly. Please fix this.,Customer Service,Negative,High,App,43727,111,1
21935,2024-03-26,I would like to report that Not satisfied with the experience no response. Please fix this.,Customer Service,Negative,Medium,App,3903,74,1
